"date","precip_in","snowfall_in","temp_min_degF","temp_max_degF","windspeed_avg_mph"
2015-01-30,0.05905515,0.9842525,19.22,37.94,10.513618
2015-01-31,0,0,13.1,26.24,12.30317
2015-02-01,0.03149608,0.3149608,20.12,35.96,3.802798
2015-02-02,1.01968559,5.0000027,14.18,33.98,9.842536
2015-02-03,0,0,13.1,26.24,7.158208
2015-02-04,0,0,24.26,42.98,4.250186
2015-02-05,0,0,14.18,42.08,8.500372
2015-02-06,0,0,12.2,27.14,7.158208
2015-02-07,0.01968505,0,25.16,39.92,3.802798
2015-02-08,0,0,29.12,37.04,8.500372
2015-02-09,0.09055123,0,25.16,29.12,10.961006
2015-02-10,0.01181103,0.1181103,26.24,39.92,10.513618
2015-02-11,0,0,22.1,33.98,6.487126
2015-02-12,0,0,16.16,39.92,7.381902
2015-02-13,0,0,8.24,21.2,9.171454
2015-02-14,0.01968505,0.9055123,16.16,32,5.368656
2015-02-15,0,0,4.1,25.16,14.54011
2015-02-16,0,0,3.2,21.2,6.934514
2015-02-17,0.14173236,3.3070884,14.18,27.14,4.697574
2015-02-18,0,0,19.22,33.08,4.250186
2015-02-19,0,0,8.24,27.14,11.408394
2015-02-20,0,0,2.12,19.22,10.289924
2015-02-21,0.61023655,2.9921276,13.1,32,4.47388
2015-02-22,0.09842525,0.9842525,32,42.98,2.908022
2015-02-23,0,0,8.24,37.94,11.1847
2015-02-24,0,0,4.1,24.26,5.816044
2015-02-25,0,0,20.12,37.04,6.487126
2015-02-26,0,0,21.2,32,7.158208
2015-02-27,0,0,18.14,30.2,6.039738
2015-02-28,0,0,13.1,29.12,3.579104
2015-03-01,0.51968532,4.8031522,24.26,31.1,2.23694
2015-03-02,0,0,27.14,39.02,8.052984
2015-03-03,0.6692917,1.8110246,22.1,37.04,4.921268
2015-03-04,0.25196864,0,35.06,44.96,6.039738
2015-03-05,0.75984293,7.5196891,19.22,39.92,5.816044
2015-03-06,0,0,12.2,27.14,6.263432
2015-03-07,0,0,18.14,37.94,5.144962
2015-03-08,0,0,37.04,48.92,5.144962
2015-03-09,0.01181103,0,39.92,53.96,4.697574
2015-03-10,0.46063017,0,39.02,53.06,3.579104
2015-03-11,0.01181103,0,44.06,59,6.934514
2015-03-12,0,0,35.96,46.94,8.276678
2015-03-13,0,0,31.1,42.98,6.487126
2015-03-14,0.81102406,0,39.92,51.08,5.59235
2015-03-15,0,0,35.96,44.06,11.408394
2015-03-16,0,0,35.06,51.98,3.802798
2015-03-17,0.01968505,0,33.98,57.02,9.618842
2015-03-18,0,0,29.12,39.02,9.618842
2015-03-19,0,0,29.12,42.98,5.816044
2015-03-20,0.40157502,4.4881914,29.12,37.94,7.82929
2015-03-21,0,0,29.12,46.94,5.368656
2015-03-22,0,0,28.22,42.98,7.605596
2015-03-23,0,0,23.18,37.94,6.71082
2015-03-24,0,0,26.24,44.96,4.026492
2015-03-25,0.05118113,0,33.98,48.92,4.47388
2015-03-26,0.31889781,0,42.08,62.06,2.908022
2015-03-27,0.27165369,0,39.02,46.04,4.250186
2015-03-28,0,0,26.24,39.92,7.605596
2015-03-29,0,0,25.16,46.04,6.263432
2015-03-30,0,0,35.96,53.96,7.82929
2015-03-31,0.16929143,0,35.06,46.94,5.368656
2015-04-01,0,0,32,51.08,5.144962
2015-04-02,0,0,41,66.92,6.263432
2015-04-03,0.0393701,0,59,64.04,6.71082
2015-04-04,0.01181103,0,42.08,60.08,10.06623
2015-04-05,0,0,42.08,60.98,4.921268
2015-04-06,0,0,42.08,62.96,4.250186
2015-04-07,0.14960638,0,42.08,62.06,6.934514
2015-04-08,0,0,37.04,44.96,11.408394
2015-04-09,0,0,37.04,42.98,8.94776
2015-04-10,0.16929143,0,39.02,55.94,4.697574
2015-04-11,0,0,44.06,57.02,8.724066
2015-04-12,0,0,42.98,66.02,3.35541
2015-04-13,0,0,50,68,4.697574
2015-04-14,0.01181103,0,55.04,64.94,3.802798
2015-04-15,0,0,51.08,71.96,6.263432
2015-04-16,0,0,51.98,64.04,6.487126
2015-04-17,0.0787402,0,55.04,71.06,5.144962
2015-04-18,0,0,59,80.06,4.250186
2015-04-19,0,0,48.02,64.04,8.500372
2015-04-20,1.37007948,0,46.04,57.02,7.381902
2015-04-21,0.20078751,0,51.98,64.94,6.039738
2015-04-22,0.05118113,0,48.02,69.08,6.487126
2015-04-23,0,0,41,51.98,9.171454
2015-04-24,0,0,39.02,51.98,8.500372
2015-04-25,0,0,37.94,62.06,5.59235
2015-04-26,0,0,46.04,64.04,5.144962
2015-04-27,0,0,48.92,62.06,5.816044
2015-04-28,0,0,50,71.06,7.82929
2015-04-29,0,0,50,78.08,5.59235
2015-04-30,0,0,48.02,66.92,8.052984
2015-05-01,0,0,48.92,62.96,5.144962
2015-05-02,0,0,48.02,73.94,2.908022
2015-05-03,0,0,51.08,80.06,2.460634
2015-05-04,0,0,57.02,84.92,5.368656
2015-05-05,0,0,66.02,84.92,4.026492
2015-05-06,0,0,59,73.04,4.921268
2015-05-07,0,0,55.94,80.06,2.23694
2015-05-08,0,0,55.94,82.04,2.908022
2015-05-09,0,0,57.02,69.98,4.250186
2015-05-10,0,0,60.98,82.94,3.579104
2015-05-11,0,0,69.98,84.02,3.802798
2015-05-12,0,0,64.04,86,5.368656
2015-05-13,0,0,53.06,69.98,7.381902
2015-05-14,0,0,50,73.04,3.802798
2015-05-15,0,0,55.04,75.02,3.35541
2015-05-16,0.29921276,0,57.02,75.02,2.013246
2015-05-17,0.01968505,0,64.04,82.94,2.013246
2015-05-18,0,0,60.08,75.02,4.697574
2015-05-19,0,0,59,80.06,2.460634
2015-05-20,0,0,53.96,66.92,6.934514
2015-05-21,0,0,51.98,62.06,2.684328
2015-05-22,0,0,55.04,73.94,6.039738
2015-05-23,0,0,48.92,69.98,4.47388
2015-05-24,0,0,55.94,80.96,3.802798
2015-05-25,0,0,64.04,84.92,4.921268
2015-05-26,0,0,66.92,87.98,5.144962
2015-05-27,0.0787402,0,69.98,84.92,5.144962
2015-05-28,0,0,69.98,84.92,4.026492
2015-05-29,0,0,64.94,84.92,4.026492
2015-05-30,0,0,66.92,84.92,5.59235
2015-05-31,1.46063071,0,57.02,87.08,5.59235
2015-06-01,0.72047283,0,51.08,57.92,10.289924
2015-06-02,0.37007894,0,50,55.04,6.263432
2015-06-03,0,0,51.98,69.98,4.697574
2015-06-04,0,0,53.96,64.94,5.144962
2015-06-05,0.12992133,0,55.04,69.98,2.908022
2015-06-06,0.18897648,0,60.08,75.92,4.697574
2015-06-07,0,0,55.04,73.94,3.802798
2015-06-08,0.05905515,0,62.96,78.98,6.039738
2015-06-09,0.01181103,0,68,82.94,4.921268
2015-06-10,0,0,64.94,82.04,3.131716
2015-06-11,0,0,71.96,89.06,4.47388
2015-06-12,0,0,73.04,87.98,4.47388
2015-06-13,0,0,71.96,86,5.368656
2015-06-14,0.35826791,0,66.02,87.98,2.684328
2015-06-15,0.57086645,0,64.04,82.94,4.697574
2015-06-16,0.27165369,0,64.94,78.98,2.23694
2015-06-17,0,0,66.02,82.04,3.802798
2015-06-18,0,0,64.04,71.06,3.579104
2015-06-19,0,0,68,87.08,3.802798
2015-06-20,0,0,64.04,75.02,5.368656
2015-06-21,0.64173263,0,71.06,87.98,4.47388
2015-06-22,0,0,69.98,87.08,4.921268
2015-06-23,0.01968505,0,75.02,89.96,5.816044
2015-06-24,0,0,68,84.02,4.697574
2015-06-25,0,0,64.94,82.94,3.131716
2015-06-26,0,0,69.08,80.96,4.47388
2015-06-27,1.11811084,0,57.92,71.06,7.381902
2015-06-28,0.29133874,0,62.06,73.04,5.368656
2015-06-29,0,0,62.96,75.92,4.921268
2015-06-30,0.0393701,0,68,82.04,4.921268
2015-07-01,0.38976399,0,69.08,82.04,4.250186
2015-07-02,0,0,69.08,80.06,1.11847
2015-07-03,0,0,66.02,82.04,2.908022
2015-07-04,0,0,69.08,75.02,3.35541
2015-07-05,0,0,68,82.94,1.565858
2015-07-06,0,0,71.96,82.94,2.908022
2015-07-07,0.1181103,0,75.02,87.98,4.921268
2015-07-08,0,0,77,87.98,3.131716
2015-07-09,0.29921276,0,68,78.98,4.697574
2015-07-10,0,0,71.96,84.02,4.697574
2015-07-11,0,0,69.08,87.98,2.460634
2015-07-12,0,0,71.96,89.06,2.013246
2015-07-13,0,0,73.04,87.98,2.684328
2015-07-14,0.42126007,0,73.04,82.04,2.684328
2015-07-15,0.1181103,0,71.96,80.96,4.47388
2015-07-16,0,0,64.04,80.06,5.59235
2015-07-17,0,0,66.92,80.96,3.802798
2015-07-18,0.31889781,0,71.06,84.92,4.47388
2015-07-19,0,0,78.08,93.02,3.131716
2015-07-20,0,0,82.04,93.92,4.47388
2015-07-21,0,0,73.94,89.06,2.460634
2015-07-22,0,0,69.08,84.92,5.816044
2015-07-23,0,0,68,86,3.802798
2015-07-24,0,0,69.98,87.08,2.013246
2015-07-25,0,0,69.08,87.98,3.131716
2015-07-26,0,0,73.94,89.96,4.47388
2015-07-27,0.35826791,0,71.06,86,2.908022
2015-07-28,0,0,75.02,95,2.684328
2015-07-29,0,0,78.08,96.08,3.802798
2015-07-30,1.94881995,0,75.92,87.08,4.250186
2015-07-31,0,0,71.96,89.06,3.35541
2015-08-01,0,0,75.02,89.06,4.47388
2015-08-02,0,0,71.06,89.06,2.013246
2015-08-03,0,0,75.02,89.96,4.921268
2015-08-04,0.42913409,0,69.08,89.06,5.368656
2015-08-05,0,0,71.96,87.08,2.908022
2015-08-06,0,0,66.92,82.94,2.460634
2015-08-07,0,0,69.08,84.02,5.368656
2015-08-08,0,0,68,82.04,3.802798
2015-08-09,0,0,68,84.92,3.802798
2015-08-10,0,0,69.98,84.02,4.47388
2015-08-11,1.16929197,0,71.06,80.96,4.250186
2015-08-12,0,0,71.06,84.92,4.697574
2015-08-13,0,0,66.92,82.94,3.131716
2015-08-14,0,0,66.92,87.98,2.908022
2015-08-15,0,0,73.04,91.94,3.35541
2015-08-16,0,0,75.92,93.02,1.565858
2015-08-17,0,0,78.08,95,3.35541
2015-08-18,0.29133874,0,73.04,89.96,4.026492
2015-08-19,0,0,77,87.08,4.026492
2015-08-20,0.01181103,0,77,86,5.59235
2015-08-21,0.31889781,0,71.06,87.08,4.250186
2015-08-22,0,0,69.08,86,4.47388
2015-08-23,0,0,69.98,84.92,4.026492
2015-08-24,0,0,73.04,87.08,2.460634
2015-08-25,0,0,73.04,89.96,3.802798
2015-08-26,0,0,66.92,84.92,3.802798
2015-08-27,0,0,66.92,82.04,3.131716
2015-08-28,0,0,62.96,82.04,2.460634
2015-08-29,0,0,66.92,87.08,2.013246
2015-08-30,0.12992133,0,71.96,89.96,4.026492
2015-08-31,0,0,75.92,91.04,4.47388
2015-09-01,0,0,75.92,89.96,2.23694
2015-09-02,0,0,73.94,91.04,1.789552
2015-09-03,0,0,73.94,93.02,2.013246
2015-09-04,0,0,71.96,84.92,6.934514
2015-09-05,0,0,66.92,82.94,4.026492
2015-09-06,0,0,64.94,87.08,1.342164
2015-09-07,0,0,69.98,91.94,4.250186
2015-09-08,0,0,75.92,96.98,4.921268
2015-09-09,0,0,75.92,89.96,3.802798
2015-09-10,1.57874101,0,69.98,78.98,6.263432
2015-09-11,0,0,66.02,80.96,5.144962
2015-09-12,0.29133874,0,69.08,78.98,4.250186
2015-09-13,0.0393701,0,62.06,80.06,6.263432
2015-09-14,0,0,59,77,6.487126
2015-09-15,0,0,62.06,84.02,2.23694
2015-09-16,0,0,66.02,87.98,1.342164
2015-09-17,0,0,68,89.06,2.23694
2015-09-18,0,0,68,87.08,2.013246
2015-09-19,0,0,68,82.94,2.684328
2015-09-20,0,0,64.04,78.98,7.82929
2015-09-21,0,0,59,73.04,7.605596
2015-09-22,0,0,62.06,71.06,6.934514
2015-09-23,0,0,59,80.06,2.908022
2015-09-24,0,0,60.08,82.04,4.250186
2015-09-25,0,0,62.96,75.92,6.263432
2015-09-26,0,0,60.98,71.96,6.039738
2015-09-27,0,0,55.94,71.06,4.921268
2015-09-28,0,0,64.94,78.08,3.35541
2015-09-29,0.11023628,0,71.96,82.94,2.684328
2015-09-30,1.2598432,0,59,78.98,8.276678
2015-10-01,0.09055123,0,55.94,64.04,8.724066
2015-10-02,1.07874074,0,48.02,57.02,12.526864
2015-10-03,0.35039389,0,48.92,55.04,11.408394
2015-10-04,0,0,53.06,62.96,10.737312
2015-10-05,0,0,51.98,66.92,6.263432
2015-10-06,0,0,51.98,73.04,1.565858
2015-10-07,0,0,57.92,73.04,2.908022
2015-10-08,0,0,59,71.96,3.35541
2015-10-09,0.88976426,0,60.98,78.08,4.026492
2015-10-10,0,0,50,64.94,2.460634
2015-10-11,0,0,53.06,69.08,3.802798
2015-10-12,0,0,55.94,77,3.802798
2015-10-13,0.01181103,0,60.98,71.96,3.579104
2015-10-14,0,0,57.02,69.08,3.802798
2015-10-15,0,0,51.08,64.04,4.026492
2015-10-16,0,0,53.06,64.04,5.368656
2015-10-17,0,0,42.08,55.94,5.816044
2015-10-18,0,0,37.94,50,4.921268
2015-10-19,0,0,35.06,53.06,3.802798
2015-10-20,0,0,48.02,69.98,6.039738
2015-10-21,0,0,57.02,75.92,2.23694
2015-10-22,0,0,57.92,75.02,4.697574
2015-10-23,0,0,44.96,64.94,6.71082
2015-10-24,0,0,39.92,57.02,4.026492
2015-10-25,0.05118113,0,48.02,68,4.921268
2015-10-26,0,0,46.04,57.92,3.802798
2015-10-27,0,0,44.96,59,4.47388
2015-10-28,1.40157556,0,53.06,69.08,6.71082
2015-10-29,0.0393701,0,57.02,73.04,6.487126
2015-10-30,0,0,48.02,60.98,5.816044
2015-10-31,0,0,42.08,55.94,2.908022
2015-11-01,0,0,53.96,64.94,4.921268
2015-11-02,0,0,53.96,62.96,2.013246
2015-11-03,0,0,48.02,71.96,2.460634
2015-11-04,0,0,55.94,69.98,2.460634
2015-11-05,0.01181103,0,55.94,71.06,2.013246
2015-11-06,0,0,66.02,73.94,4.697574
2015-11-07,0,0,53.06,71.96,4.47388
2015-11-08,0,0,46.04,55.94,3.579104
2015-11-09,0,0,42.98,59,2.013246
2015-11-10,0.25984266,0,51.08,57.02,9.842536
2015-11-11,0.42913409,0,48.92,57.92,4.921268
2015-11-12,0.01181103,0,51.08,60.98,5.59235
2015-11-13,0,0,46.04,57.92,10.737312
2015-11-14,0,0,42.08,48.92,7.82929
2015-11-15,0,0,39.02,57.92,4.697574
2015-11-16,0,0,51.08,66.92,4.026492
2015-11-17,0,0,39.92,51.98,6.263432
2015-11-18,0,0,46.04,57.92,5.144962
2015-11-19,1.25196918,0,57.02,64.04,5.59235
2015-11-20,0,0,46.04,64.04,5.816044
2015-11-21,0,0,42.08,53.06,6.487126
2015-11-22,0.03149608,0,42.08,55.04,6.263432
2015-11-23,0,0,33.08,44.06,5.816044
2015-11-24,0,0,32,46.04,3.802798
2015-11-25,0,0,35.96,50,2.684328
2015-11-26,0,0,41,60.08,2.908022
2015-11-27,0,0,51.08,64.04,3.802798
2015-11-28,0.01968505,0,44.96,64.04,-2236.716306
2015-11-29,0,0,37.94,48.92,-2236.716306
2015-11-30,0,0,33.08,46.94,5.59235
2015-12-01,0.33070884,0,44.06,51.08,6.71082
2015-12-02,0.14173236,0,46.04,57.02,2.908022
2015-12-03,0,0,44.06,55.04,8.500372
2015-12-04,0,0,42.08,51.08,4.250186
2015-12-05,0,0,39.92,51.08,2.23694
2015-12-06,0,0,39.02,53.06,3.35541
2015-12-07,0,0,42.08,53.96,3.802798
2015-12-08,0,0,41,48.92,4.47388
2015-12-09,0,0,39.92,55.04,4.250186
2015-12-10,0,0,51.08,60.08,4.250186
2015-12-11,0,0,50,60.98,4.697574
2015-12-12,0,0,55.04,66.02,2.013246
2015-12-13,0,0,55.04,66.92,3.35541
2015-12-14,0.33070884,0,53.06,66.92,4.697574
2015-12-15,0.09055123,0,53.06,68,10.513618
2015-12-16,0.0393701,0,46.04,53.06,5.368656
2015-12-17,1.20866207,0,50,59,4.921268
2015-12-18,0,0,37.94,57.02,6.71082
2015-12-19,0,0,35.06,39.92,9.395148
2015-12-20,0,0,33.98,42.98,6.039738
2015-12-21,0,0,39.02,55.94,7.158208
2015-12-22,0.18897648,0,53.06,62.06,4.921268
2015-12-23,1.55118194,0,51.98,64.04,3.579104
2015-12-24,0.01181103,0,62.96,71.96,4.47388
2015-12-25,0.01181103,0,57.02,66.02,0.894776
2015-12-26,0,0,46.94,59,8.052984
2015-12-27,0.1181103,0,46.04,60.98,5.816044
2015-12-28,0.03149608,0,33.98,46.04,8.276678
2015-12-29,0.44881914,0,33.98,46.04,6.934514
2015-12-30,0.18897648,0,37.94,48.02,4.026492
2015-12-31,0.03149608,0,42.08,48.02,5.368656
2016-01-01,0,0,33.98,42.08,7.605596
2016-01-02,0,0,32,39.92,6.71082
2016-01-03,0,0,35.06,44.96,7.82929
2016-01-04,0,0,14.18,35.96,8.500372
2016-01-05,0,0,11.12,29.12,5.144962
2016-01-06,0,0,25.16,41,3.579104
2016-01-07,0,0,31.1,46.04,2.460634
2016-01-08,0,0,31.1,46.04,4.250186
2016-01-09,0,0,39.92,46.94,8.052984
2016-01-10,1.79921357,0,39.92,59,9.842536
2016-01-11,0,0,26.24,39.92,10.513618
2016-01-12,0,0,25.16,44.06,6.039738
2016-01-13,0,0,22.1,30.2,9.842536
2016-01-14,0,0,22.1,37.94,4.921268
2016-01-15,0,0,33.98,51.08,5.144962
2016-01-16,0.24015761,0,42.08,51.98,6.71082
2016-01-17,0.05118113,0.393701,30.2,42.08,5.59235
2016-01-18,0,0,18.14,31.1,11.855782
2016-01-19,0,0,16.16,28.22,10.961006
2016-01-20,0,0,27.14,37.04,5.59235
2016-01-21,0,0,26.24,35.96,6.039738
2016-01-22,0.01181103,0.1968505,21.2,30.2,6.487126
2016-01-23,2.31102487,26.6141876,24.26,27.14,15.65858
2016-01-24,0,0,20.12,35.06,5.816044
2016-01-25,0,0,28.22,39.02,3.35541
2016-01-26,0,0,37.94,48.02,6.487126
2016-01-27,0,0,33.98,46.94,6.71082
2016-01-28,0,0,32,42.08,4.47388
2016-01-29,0,0,30.2,41,7.82929
2016-01-30,0,0,28.22,39.02,6.934514
2016-01-31,0,0,35.96,55.94,5.144962
2016-02-01,0.01181103,0,44.06,59,5.816044
2016-02-02,0,0,37.94,50,3.579104
2016-02-03,0.72834685,0,42.08,59,6.487126
2016-02-04,0,0,44.06,59,5.816044
2016-02-05,0.53149635,2.5196864,31.1,44.06,8.276678
2016-02-06,0,0,30.2,39.92,5.59235
2016-02-07,0,0,33.08,46.94,5.368656
2016-02-08,0.05118113,0.1181103,28.22,39.02,10.513618
2016-02-09,0,0,27.14,35.96,4.026492
2016-02-10,0.01181103,0,31.1,39.02,5.816044
2016-02-11,0,0,18.14,31.1,10.06623
2016-02-12,0,0,15.26,27.14,6.71082
2016-02-13,0,0,6.26,22.1,12.30317
2016-02-14,0,0,-0.759999999999998,15.26,6.263432
2016-02-15,0.44094512,1.4173236,13.1,35.06,5.368656
2016-02-16,1.01181157,0,35.06,53.96,7.82929
2016-02-17,0,0,35.06,39.02,7.381902
2016-02-18,0,0,27.14,35.96,7.158208
2016-02-19,0,0,24.26,39.02,5.368656
2016-02-20,0,0,39.02,60.98,7.381902
2016-02-21,0.03149608,0,44.06,55.04,4.921268
2016-02-22,0,0,37.94,51.98,5.144962
2016-02-23,0.29921276,0,35.06,39.92,14.54011
2016-02-24,1.2204731,0,35.96,60.08,10.513618
2016-02-25,0.01968505,0,37.04,60.98,8.94776
2016-02-26,0,0,27.14,39.02,8.724066
2016-02-27,0,0,26.24,41,6.039738
2016-02-28,0,0,37.94,60.08,7.381902
2016-02-29,0.05118113,0,46.94,60.98,8.500372
2016-03-01,0,0,39.02,51.98,7.605596
2016-03-02,0.14173236,0,29.12,55.04,10.513618
2016-03-03,0,0,26.24,35.96,5.816044
2016-03-04,0.11023628,0.393701,30.2,39.02,8.724066
2016-03-05,0,0,28.22,41,4.250186
2016-03-06,0,0,32,44.06,3.35541
2016-03-07,0,-393.6616299,35.96,60.08,7.82929
